,Domain,Phylum,Class,Order,Family,Genus,Species,Species_ANI,mOTU,16S,Community (%),Bin_Size (Mbp),Completeness (%),Contamination (%),Strain_Heterogeneity (%),Watermass
68_bin.19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,124_1,NA,Y,1.072766619,3.472188,86.49,3.13,12.5,SAW
77_bin.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,124_1,NA,N,0.694812084,2.008116,58.12,1.06,25,SAW
8_bin.22,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,124_1,NA,N,1.140867935,2.909103,77.9,0,0,SAW
35_bin.71,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,127_1,NA,N,0.946297386,1.1883,50.34,1.72,100,Neritic
36_bin.86,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,127_1,NA,N,0.611288615,1.145581,52.76,5.17,0,Neritic
41_bin.57,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,127_1,NA,N,0.133438147,2.083429,60.34,3.45,0,SAW
40_bin.37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,128_1,NA,Y,1.627107665,2.095244,51.72,0,0,SAW
41_bin.43,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,128_1,NA,N,0.891549892,2.314785,79.19,1.82,0,SAW
42_bin.66,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,128_1,NA,Y,1.44727683,2.591536,80.38,5.71,11.11,SAW
10_bin.30,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,128_2,NA,N,1.614378531,1.375762,64.04,5.51,22.86,STW
52_bin.56,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,128_2,NA,Y,0.956580719,2.477598,92.32,9.48,25,STW
29_bin.31,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002336405,129_1,NA,N,3.563569602,3.626228,95.48,2.77,15.38,SAW
30_bin.3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002336405,129_1,NA,N,1.804952415,3.57515,94.55,2.77,8.33,SAW
33_bin.24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002336405,129_1,NA,Y,2.19094607,3.731544,95.47,1.57,0,SAW
10_bin.25,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375,129_2,NA,Y,1.217609233,2.422216,75.7,0.82,42.86,STW
35_bin.39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375,129_2,NA,N,0.444025955,2.808522,80.53,1.59,33.33,Neritic
36_bin.59,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375,129_2,NA,N,0.325838022,3.246444,90.92,0.8,11.11,Neritic
37_bin.9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375,129_2,NA,N,0.395966511,2.605505,80.68,1.07,42.86,STW
40_bin.25,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375,129_2,NA,N,0.488975043,2.497453,54.62,3.45,50,SAW
54_bin.26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375,129_2,NA,N,0.861920257,2.136737,55.49,0.34,100,SAW
56_bin.18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375,129_2,NA,Y,1.863200553,3.385147,91.06,1.97,11.11,STW
7_bin.11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375,129_2,NA,N,0.881022608,2.677349,85.24,1.32,50,STW
74_bin.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375,129_2,NA,Y,1.708762639,2.792477,76.5,1.94,66.67,SAW
77_bin.37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375,129_2,NA,N,0.716485278,2.873989,77.63,3.97,12.5,SAW
24_bin.53,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945,79_1,NA,N,1.278050472,2.619469,93.06,0.86,75,STW
35_bin.9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945,79_1,NA,N,1.679849145,2.898705,97.73,0.15,0,Neritic
36_bin.66,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945,79_1,NA,N,1.29945743,2.776882,97.12,0.15,0,Neritic
37_bin.43,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945,79_1,NA,N,1.173205357,2.964416,97.73,0.19,50,STW
38_bin.45,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945,79_1,NA,N,0.373119779,2.223643,69.12,0,0,Front
48_bin.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945,79_1,NA,Y,0.534817742,2.574387,93.32,3.12,34.78,STW
52_bin.60,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945,79_1,NA,N,1.911998317,2.89275,96.55,6.9,100,STW
56_bin.16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945,79_1,NA,N,2.80273355,2.838788,95.68,0.56,16.67,STW
70_bin.18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945,79_1,NA,N,1.127386951,2.802258,97.47,0.56,66.67,STW
12_bin.40,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002685195,110_1,NA,Y,1.985170718,2.135011,93.46,0.93,100,Neritic
25_bin.25,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002685195,110_1,NA,N,0.907326823,2.328028,87.7,0.81,40,STW
67_bin.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002685195,110_1,NA,Y,1.187452755,2.73937,93.32,4.7,27.27,STW
25_bin.20,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,N,2.641768189,2.264222,91.17,0.68,33.33,STW
27_bin.16,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,N,1.431291188,1.989111,82.99,2.47,22.22,SAW
32_bin.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,N,1.763264219,1.261952,53.01,4.32,9.68,STW
38_bin.48,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,N,0.43302032,1.985407,87.28,1.71,33.33,Front
39_bin.43,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,Y,0.526704068,1.922167,77.95,1.94,40,SAW
40_bin.34,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,Y,1.124056813,2.204094,88.79,6.58,20,SAW
41_bin.58,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,Y,0.683786532,2.155203,94.14,0.19,0,SAW
42_bin.53,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,Y,1.822870193,2.240688,92.59,0.7,0,SAW
50_bin.14,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,Y,2.836732865,2.222826,91.79,0.57,33.33,SAW
57_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,Y,3.615824643,2.17366,86.73,1.33,36.36,Front
58_bin.29,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,N,1.255769459,1.983941,76.95,1.6,7.69,SAW
68_bin.11,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,Y,1.458495393,2.241281,92.53,0.19,0,SAW
70_bin.31,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,N,1.454333469,2.197239,87.01,1.53,80,STW
71_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,Y,4.217879322,2.193846,88.09,0.74,33.33,SAW
74_bin.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,Y,2.969089066,2.127165,83.52,4.03,28,SAW
8_bin.36,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,N,0.56490974,1.504345,66.74,0.86,33.33,SAW
82_bin.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245,111_1,NA,N,0.585022244,0.79109,56.58,4.23,7.69,SAW
25_bin.11,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,115_1,NA,Y,1.066194174,2.118356,75.86,0,0,STW
26_bin.19,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,115_1,NA,Y,1.447793942,2.387616,97.41,0,0,Front
27_bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,115_1,NA,N,1.224039256,2.144244,91.91,0.83,66.67,SAW
36_bin.87,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,115_1,NA,N,0.268434983,2.043965,89.55,0.07,0,Neritic
67_bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,115_1,NA,N,2.287148237,1.831905,74.14,0,0,STW
68_bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,115_1,NA,N,0.990054254,2.271076,93.03,0.37,50,SAW
70_bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,115_1,NA,N,0.820662815,1.973399,81.47,1.85,42.86,STW
22_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,Y,1.779008315,2.467554,93.7,0,0,SAW
25_bin.16,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,N,7.552809419,2.491279,91.54,0,0,STW
26_bin.15,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,N,8.790561218,2.360744,80.17,0,0,Front
27_bin.28,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,N,8.277851157,2.498889,92.78,0,0,SAW
28_bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,N,6.012919043,2.318864,92.9,0.12,100,SAW
29_bin.23,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,N,6.655125323,2.536499,93.77,0,0,SAW
30_bin.13,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,N,5.813099328,2.529839,93.58,0,0,SAW
32_bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,N,1.872020666,1.663293,65.08,2.28,22.22,STW
33_bin.15,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,Y,1.375411936,2.402868,90.19,0.49,50,SAW
34_bin.19,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,N,0.865163218,2.128865,62.07,1.72,100,Deep
41_bin.53,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,N,0.100000997,1.448246,70.96,0.19,0,SAW
43_bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,N,0.705330132,1.472405,55.17,0,0,Deep
50_bin.20,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,N,1.01531872,1.660633,61,1.73,0,SAW
6_bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,Y,2.466196859,2.534012,94.88,0,0,SAW
67_bin.26,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,N,3.467664454,2.413647,94.29,0,0,STW
68_bin.24,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,,116_1,NA,Y,2.506559912,2.497504,95.25,0,0,SAW
12_bin.14,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,180_1,NA,N,0.85571534,2.157554,83.45,0.55,50,Neritic
24_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,180_1,NA,N,0.837693822,1.663911,56.03,6.9,47.22,STW
36_bin.35,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,180_1,NA,N,0.883903129,2.385077,97.93,6.84,47.83,Neritic
37_bin.47,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,180_1,NA,N,0.878725887,2.373467,87.7,2.24,30,STW
52_bin.46,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,180_1,NA,N,0.565802234,1.874059,63.75,0.4,60,STW
53_bin.31,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,180_1,NA,N,1.28523174,1.279116,52.06,0,0,SAW
56_bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,180_1,NA,N,3.126184049,2.393226,88.77,1.75,50,STW
70_bin.32,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,180_1,NA,N,2.19130616,2.390096,89.11,0.88,100,STW
21_bin.14,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,181_1,NA,N,0.852800765,3.100302,84.64,1.66,62.5,STW
24_bin.51,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,181_1,NA,Y,1.336809127,3.373414,98.07,1.42,0,STW
48_bin.41,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,181_1,NA,Y,0.961004301,3.360671,97.82,2.85,0,STW
52_bin.38,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,181_1,NA,Y,0.889270632,3.327258,94.17,2.22,16.67,STW
35_bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,182_1,NA,N,0.357776882,2.014747,80.68,0.84,16.67,Neritic
36_bin.17,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,182_1,NA,N,0.299825943,2.690973,83.79,1.72,0,Neritic
37_bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,182_1,NA,N,0.308616546,1.787407,71.23,1.48,16.67,STW
39_bin.36,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,183_1,NA,Y,1.062736492,2.159466,76.89,0.98,50,SAW
40_bin.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,183_1,NA,N,1.549551375,1.565782,50.45,1.65,100,SAW
54_bin.35,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,183_1,NA,Y,2.038871064,1.544448,54.93,0.22,100,SAW
37_bin.38,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,183_2,NA,N,0.836763899,1.619544,56.03,5.17,33.33,STW
48_bin.55,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,183_2,NA,Y,0.598648522,2.967801,89.79,4.06,7.69,STW
6_bin.31,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,183_3,NA,Y,1.091357628,2.901817,94.61,0.43,0,SAW
36_bin.63,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,184_1,NA,Y,2.787031969,1.533753,70.82,2.47,95.24,Neritic
37_bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,184_1,NA,Y,2.49218772,1.500441,69.86,0.19,75,STW
1_bin.12,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395,184_2,NA,Y,1.171541002,2.15587,83.65,2.29,52,STW
21_bin.17,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395,184_2,NA,N,0.989955189,1.962048,75.15,6.83,76,STW
35_bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395,184_2,NA,N,4.157690399,1.622423,51.72,6.9,100,Neritic
36_bin.5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395,184_2,NA,N,3.991344919,1.774864,51.72,0,0,Neritic
37_bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395,184_2,NA,N,4.126537416,1.612689,65.52,0,0,STW
38_bin.58,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395,184_2,NA,N,1.403314372,1.939635,60.34,0,0,Front
48_bin.37,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395,184_2,NA,Y,1.040134991,2.163511,91.52,1.33,70,STW
52_bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,,185_0,NA,N,0.7492879,3.14909,90.14,3.59,26.32,STW
40_bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,Marinobacter manganoxydans,170_1,NA,N,0.354011363,3.306048,82.64,1.51,50,SAW
41_bin.61,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,,170_1,NA,N,0.107660106,3.510503,88.31,0.05,100,SAW
40_bin.12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,,135_1,NA,Y,1.6977288,0.853618,50.69,0,0,SAW
41_bin.85,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,,135_1,NA,N,1.324595998,1.406478,74.88,3.48,29.41,SAW
46_bin.18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,,135_1,NA,N,1.60867593,0.892799,57.69,7.14,0,SAW
54_bin.3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,,135_1,NA,N,1.288611893,1.027181,72.66,2.2,0,SAW
1_bin.40,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,MED-G09 sp002704345,136_1,NA,Y,2.692160498,1.049693,62.63,2.83,0,STW
10_bin.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,MED-G09 sp002704345,136_1,NA,N,2.423301716,0.997349,74.84,3.36,40,STW
12_bin.16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,MED-G09 sp002704345,136_1,NA,Y,0.696848919,1.211228,69.3,1.93,14.29,Neritic
35_bin.67,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,MED-G09 sp002704345,136_1,NA,Y,2.580967974,1.363838,86.98,0.43,0,Neritic
44_bin.13,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,MED-G09 sp002704345,136_1,NA,Y,3.870437649,1.329403,85.76,3.24,33.33,STW
65_bin.38,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,MED-G09,MED-G09 sp002704345,136_1,NA,N,3.686362535,1.255187,79.63,1.71,9.09,STW
39_bin.12,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,OM182,,105_1,NA,N,0.512720923,1.991744,61.91,9.23,46.34,SAW
50_bin.23,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,OM182,,105_1,NA,N,2.209563891,2.452702,87.68,1.98,16.67,SAW
54_bin.39,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,OM182,,105_1,NA,N,0.669305021,1.270379,50.08,1.95,7.69,SAW
8_bin.23,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,OM182,,105_1,NA,N,0.896278769,2.412712,88.77,0.91,25,SAW
12_bin.15,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,OM182,,171_0,NA,N,0.601668392,2.387902,90.85,1.33,60,Neritic
9_bin.36,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pelomonas,,204_0,NA,N,0.934861569,4.180007,87.45,0.68,0,Deep
39_bin.44,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,122_1,NA,N,0.612186779,2.382338,66.67,7.84,24.49,SAW
40_bin.4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,122_1,NA,N,0.668903055,2.803806,87.93,5.64,52.94,SAW
41_bin.26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,122_1,NA,N,0.213541462,2.571136,85.61,1.93,57.14,SAW
42_bin.43,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,122_1,NA,N,0.508538522,3.169983,85.7,8.56,27.12,SAW
6_bin.4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,122_1,NA,N,0.435523002,1.969843,55.01,5.12,8,SAW
35_bin.33,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina sp002698165,123_0,NA,N,0.626350926,2.60369,66.03,5.68,33.33,Neritic
11_bin.10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,125_1,NA,N,1.555927034,2.295506,68.49,5.76,10.26,SAW
38_bin.32,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,125_1,NA,N,1.828762578,2.078315,68.21,2.11,44.44,Front
39_bin.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,125_1,NA,N,3.80889116,1.787794,63.74,1.22,14.29,SAW
40_bin.3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,125_1,NA,Y,3.762315091,2.113847,57.18,4.71,16.67,SAW
42_bin.10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,125_1,NA,N,2.716536864,2.257762,62.59,8.29,69.49,SAW
50_bin.11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,125_1,NA,N,2.099826988,2.063675,65.58,1.96,50,SAW
6_bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,125_1,NA,N,1.317236258,1.709376,57.52,1.06,60,SAW
77_bin.16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,125_1,NA,N,0.767988006,2.242047,61.15,8.22,3.85,SAW
8_bin.30,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,,125_1,NA,Y,1.011253864,2.312134,72.15,2.89,0,SAW
21_bin.26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina sp002683685,131_1,NA,N,1.526079883,2.38048,95.75,0.61,100,STW
24_bin.54,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina sp002683685,131_1,NA,Y,1.142670191,2.217792,91.48,0.79,25,STW
52_bin.49,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina sp002683685,131_1,NA,N,1.068004362,2.399869,95.43,0,0,STW
